"1184873017249325056";"DELETE";"REMINDER: Robotics SIG (October 17, 2019 at 06:30PM - October 17, 2019 at 09:00PM). https://ift.tt/2Mp6051 "
"1184140746053636098";"DELETE";"REMINDER: Arts, Crafts & Textiles SIG (October 15, 2019 at 06:00PM - October 15, 2019 at 09:00PM). https://ift.tt/2MjYfgk "
"1183778345139482628";"DELETE";"REMINDER: Electronics, Arduino & Raspberry Pi SIG (October 14, 2019 at 06:00PM - October 14, 2019 at 09:00PM). https://ift.tt/2VF8krz "
"1182691187712503809";"DELETE";"REMINDER: Radio & Mesh Networking SIG (October 11, 2019 at 06:00PM - October 11, 2019 at 09:00PM). https://ift.tt/2IGk5sv "
"1182691186122858496";"DELETE";"REMINDER: Visit the Hackspace Night (October 11, 2019 at 06:00PM - October 11, 2019 at 09:00PM). https://ift.tt/2VA6xUk "
"1182691183799209985";"DELETE";"REMINDER: CNC & Machine Building SIG (October 11, 2019 at 06:00PM - October 11, 2019 at 09:00PM). https://ift.tt/328XwEv "
"1182336413892841473";"DELETE";"REMINDER: Robotics SIG (October 10, 2019 at 06:30PM - October 10, 2019 at 09:00PM). https://ift.tt/2MwUG5s "
"1181603978020343810";"DELETE";"REMINDER: Arts, Crafts & Textiles SIG (October 8, 2019 at 06:00PM - October 8, 2019 at 09:00PM). https://ift.tt/323YamM "
"1181249257581535233";"DELETE";"REMINDER: State of the Hackspace (October 7, 2019 at 06:30PM - October 7, 2019 at 07:30PM). https://ift.tt/2pLLCSu "
"1181241612925652993";"DELETE";"REMINDER: Electronics, Arduino & Raspberry Pi SIG (October 7, 2019 at 06:00PM - October 7, 2019 at 09:00PM). https://ift.tt/2MkHNv9 "
"1180524376510386177";"DELETE";"REMINDER: Gaming SIG (October 5, 2019 at 06:30PM - October 5, 2019 at 09:30PM). https://ift.tt/2AJQ071 "
"1170264296825270272";"DELETE";"REMINDER: Saturday Session (September 7, 2019 at 11:00AM - September 7, 2019 at 06:00PM). https://ift.tt/315GYwo "
"1170007619232260096";"DELETE";"REMINDER: Radio & Mesh Networking SIG (September 6, 2019 at 06:00PM - September 6, 2019 at 09:00PM). https://ift.tt/30ZzWJP "
"1170007617042833410";"DELETE";"REMINDER: Visit the Hackspace Night (September 6, 2019 at 06:00PM - September 6, 2019 at 09:00PM). https://ift.tt/2MZMMEg "
"1170007614899572737";"DELETE";"REMINDER: CNC & Machine Building SIG (September 6, 2019 at 06:00PM - September 6, 2019 at 09:00PM). https://ift.tt/30ZzUBH "
"1169652748658335745";"DELETE";"REMINDER: Robotics SIG (September 5, 2019 at 06:30PM - September 5, 2019 at 09:00PM). https://ift.tt/2MWTgEe "
